GA 30A013
1.00000000 0.00136000
0.95000000 0.00873000
0.90000000 0.01568000
0.85000000 0.02223000
0.80000000 0.02841000
0.75000000 0.03423000
0.70000000 0.03969000
0.65000000 0.04477000
0.60000000 0.04943000
0.55000000 0.05365000
0.50000000 0.05735000
0.45000000 0.06045000
0.40000000 0.06286000
0.35000000 0.06444000
0.30000000 0.06501000
0.25000000 0.06436000
0.20000000 0.06215000
0.15000000 0.05790000
0.10000000 0.05072000
0.07500000 0.04550000
0.05000000 0.03850000
0.02500000 0.02832000
0.01250000 0.02051000
0.00750000 0.01608000
0.00500000 0.01323000
0.00250000 0.00944000
0.00000000 0.00000000
0.00000000 0.00000000
0.00250000 -0.00944000
0.00500000 -0.01323000
0.00750000 -0.01608000
0.01250000 -0.02051000
0.02500000 -0.02832000
0.05000000 -0.03850000
0.07500000 -0.04550000
0.10000000 -0.05072000
0.15000000 -0.05790000
0.20000000 -0.06215000
0.25000000 -0.06436000
0.30000000 -0.06501000
0.35000000 -0.06444000
0.40000000 -0.06286000
0.45000000 -0.06045000
0.50000000 -0.05735000
0.55000000 -0.05365000
0.60000000 -0.04943000
0.65000000 -0.04477000
0.70000000 -0.03969000
0.75000000 -0.03423000
0.80000000 -0.02841000
0.85000000 -0.02223000
0.90000000 -0.01568000
0.95000000 -0.00873000
1.00000000 -0.00136000
