GA 37-217
1.00000000 0.00000000
0.95000000 0.00590000
0.90000000 0.01472000
0.85000000 0.02495000
0.80000000 0.03594000
0.75000000 0.04726000
0.70000000 0.05850000
0.65000000 0.06921000
0.60000000 0.07906000
0.55000000 0.08773000
0.50000000 0.09482000
0.45000000 0.09979000
0.40000000 0.10249000
0.35000000 0.10216000
0.30000000 0.09957000
0.25000000 0.09473000
0.20000000 0.08764000
0.15000000 0.07800000
0.10000000 0.06510000
0.07500000 0.05697000
0.05000000 0.04686000
0.02500000 0.03315000
0.01250000 0.02350000
0.00750000 0.01819000
0.00500000 0.01485000
0.00250000 0.01040000
0.00000000 0.00000000
0.00000000 0.00000000
0.00250000 -0.00920000
0.00500000 -0.01253000
0.00750000 -0.01481000
0.01250000 -0.01824000
0.02500000 -0.02415000
0.05000000 -0.03256000
0.07500000 -0.03913000
0.10000000 -0.04464000
0.15000000 -0.05312000
0.20000000 -0.05924000
0.25000000 -0.06359000
0.30000000 -0.06631000
0.35000000 -0.06742000
0.40000000 -0.06689000
0.45000000 -0.06395000
0.50000000 -0.05954000
0.55000000 -0.05429000
0.60000000 -0.04832000
0.65000000 -0.04173000
0.70000000 -0.03472000
0.75000000 -0.02744000
0.80000000 -0.02008000
0.85000000 -0.01305000
0.90000000 -0.00680000
0.95000000 -0.00194000
1.00000000 0.00000000
