137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018250
0.9975920 0.0000000 0.0027275
0.9945880 0.0000000 0.0041597
0.9903930 0.0000000 0.0060262
0.9850160 0.0000000 0.0082132
0.9784700 0.0000000 0.0106039
0.9707720 0.0000000 0.0130932
0.9619400 0.0000000 0.0156006
0.9519950 0.0000000 0.0180761
0.9409610 0.0000000 0.0205017
0.9288640 0.0000000 0.0228872
0.9157350 0.0000000 0.0252617
0.9016040 0.0000000 0.0276641
0.8865050 0.0000000 0.0301314
0.8704760 0.0000000 0.0326895
0.8535530 0.0000000 0.0353479
0.8357790 0.0000000 0.0380951
0.8171970 0.0000000 0.0409005
0.7978500 0.0000000 0.0437178
0.7777850 0.0000000 0.0464903
0.7570510 0.0000000 0.0491576
0.7356980 0.0000000 0.0516626
0.7137780 0.0000000 0.0539565
0.6913420 0.0000000 0.0560040
0.6684450 0.0000000 0.0577840
0.6451420 0.0000000 0.0592910
0.6214900 0.0000000 0.0605328
0.5975450 0.0000000 0.0615280
0.5733650 0.0000000 0.0623011
0.5490090 0.0000000 0.0628786
0.5245340 0.0000000 0.0632846
0.5000000 0.0000000 0.0635374
0.4754660 0.0000000 0.0636479
0.4509910 0.0000000 0.0636186
0.4266350 0.0000000 0.0634458
0.4024550 0.0000000 0.0631211
0.3785100 0.0000000 0.0626351
0.3548580 0.0000000 0.0619803
0.3315550 0.0000000 0.0611533
0.3086580 0.0000000 0.0601563
0.2862220 0.0000000 0.0589965
0.2643020 0.0000000 0.0576850
0.2429490 0.0000000 0.0562345
0.2222150 0.0000000 0.0546576
0.2021500 0.0000000 0.0529643
0.1828030 0.0000000 0.0511618
0.1642210 0.0000000 0.0492543
0.1464470 0.0000000 0.0472436
0.1295240 0.0000000 0.0451307
0.1134950 0.0000000 0.0429172
0.0983960 0.0000000 0.0406042
0.0842650 0.0000000 0.0381937
0.0711360 0.0000000 0.0356862
0.0590390 0.0000000 0.0330789
0.0480050 0.0000000 0.0303662
0.0380600 0.0000000 0.0275375
0.0292280 0.0000000 0.0245799
0.0215300 0.0000000 0.0214798
0.0149840 0.0000000 0.0182271
0.0096070 0.0000000 0.0148197
0.0054120 0.0000000 0.0112666
0.0036000 0.0000000 0.0092422
0.0024080 0.0000000 0.0075882
0.0018000 0.0000000 0.0065737
0.0012000 0.0000000 0.0053781
0.0006020 0.0000000 0.0038167
0.0003000 0.0000000 0.0026970
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0023584
0.0006020 0.0000000 -0.0033366
0.0012000 0.0000000 -0.0046988
0.0018000 0.0000000 -0.0057401
0.0024080 0.0000000 -0.0066221
0.0036000 0.0000000 -0.0080567
0.0054120 0.0000000 -0.0098056
0.0096070 0.0000000 -0.0128539
0.0149840 0.0000000 -0.0157502
0.0215300 0.0000000 -0.0184932
0.0292280 0.0000000 -0.0210963
0.0380600 0.0000000 -0.0235825
0.0480050 0.0000000 -0.0259784
0.0590390 0.0000000 -0.0283072
0.0711360 0.0000000 -0.0305850
0.0842650 0.0000000 -0.0328174
0.0983960 0.0000000 -0.0350002
0.1134950 0.0000000 -0.0371202
0.1295240 0.0000000 -0.0391592
0.1464470 0.0000000 -0.0410976
0.1642210 0.0000000 -0.0429174
0.1828030 0.0000000 -0.0446045
0.2021500 0.0000000 -0.0461491
0.2222150 0.0000000 -0.0475445
0.2429490 0.0000000 -0.0487849
0.2643020 0.0000000 -0.0498631
0.2862220 0.0000000 -0.0507685
0.3086580 0.0000000 -0.0514855
0.3315550 0.0000000 -0.0519938
0.3548580 0.0000000 -0.0522694
0.3785100 0.0000000 -0.0522868
0.4024550 0.0000000 -0.0520212
0.4266350 0.0000000 -0.0514507
0.4509910 0.0000000 -0.0505583
0.4754660 0.0000000 -0.0493325
0.5000000 0.0000000 -0.0477678
0.5245340 0.0000000 -0.0458650
0.5490090 0.0000000 -0.0436305
0.5733650 0.0000000 -0.0410772
0.5975450 0.0000000 -0.0382242
0.6214900 0.0000000 -0.0350985
0.6451420 0.0000000 -0.0317356
0.6684450 0.0000000 -0.0281795
0.6913420 0.0000000 -0.0244837
0.7137780 0.0000000 -0.0207090
0.7356980 0.0000000 -0.0169220
0.7570510 0.0000000 -0.0131913
0.7777850 0.0000000 -0.0095856
0.7978500 0.0000000 -0.0061697
0.8171970 0.0000000 -0.0030027
0.8357790 0.0000000 -0.0001365
0.8535530 0.0000000 0.0023847
0.8704760 0.0000000 0.0045235
0.8865050 0.0000000 0.0062488
0.9016040 0.0000000 0.0075365
0.9157350 0.0000000 0.0083700
0.9288640 0.0000000 0.0087432
0.9409610 0.0000000 0.0086638
0.9519950 0.0000000 0.0081578
0.9619400 0.0000000 0.0072733
0.9707720 0.0000000 0.0060821
0.9784700 0.0000000 0.0046797
0.9850160 0.0000000 0.0031808
0.9903930 0.0000000 0.0017126
0.9945880 0.0000000 0.0004036
0.9975920 0.0000000 -0.0006288
0.9993980 0.0000000 -0.0012897
1.0000000 0.0000000 -0.0015170
