137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018313
0.9975920 0.0000000 0.0027525
0.9945880 0.0000000 0.0042160
0.9903930 0.0000000 0.0061260
0.9850160 0.0000000 0.0083688
0.9784700 0.0000000 0.0108272
0.9707720 0.0000000 0.0133963
0.9619400 0.0000000 0.0159953
0.9519950 0.0000000 0.0185743
0.9409610 0.0000000 0.0211151
0.9288640 0.0000000 0.0236267
0.9157350 0.0000000 0.0261368
0.9016040 0.0000000 0.0286818
0.8865050 0.0000000 0.0312945
0.8704760 0.0000000 0.0339953
0.8535530 0.0000000 0.0367865
0.8357790 0.0000000 0.0396483
0.8171970 0.0000000 0.0425417
0.7978500 0.0000000 0.0454126
0.7777850 0.0000000 0.0481984
0.7570510 0.0000000 0.0508355
0.7356980 0.0000000 0.0532672
0.7137780 0.0000000 0.0554491
0.6913420 0.0000000 0.0573536
0.6684450 0.0000000 0.0589706
0.6451420 0.0000000 0.0603073
0.6214900 0.0000000 0.0613853
0.5975450 0.0000000 0.0622360
0.5733650 0.0000000 0.0628958
0.5490090 0.0000000 0.0634010
0.5245340 0.0000000 0.0637831
0.5000000 0.0000000 0.0640655
0.4754660 0.0000000 0.0642615
0.4509910 0.0000000 0.0643744
0.4266350 0.0000000 0.0643984
0.4024550 0.0000000 0.0643211
0.3785100 0.0000000 0.0641264
0.3548580 0.0000000 0.0637971
0.3315550 0.0000000 0.0633176
0.3086580 0.0000000 0.0626755
0.2862220 0.0000000 0.0618617
0.2643020 0.0000000 0.0608707
0.2429490 0.0000000 0.0596995
0.2222150 0.0000000 0.0583473
0.2021500 0.0000000 0.0568144
0.1828030 0.0000000 0.0551027
0.1642210 0.0000000 0.0532157
0.1464470 0.0000000 0.0511590
0.1295240 0.0000000 0.0489408
0.1134950 0.0000000 0.0465723
0.0983960 0.0000000 0.0440649
0.0842650 0.0000000 0.0414309
0.0711360 0.0000000 0.0386796
0.0590390 0.0000000 0.0358154
0.0480050 0.0000000 0.0328377
0.0380600 0.0000000 0.0297395
0.0292280 0.0000000 0.0265098
0.0215300 0.0000000 0.0231361
0.0149840 0.0000000 0.0196087
0.0096070 0.0000000 0.0159259
0.0054120 0.0000000 0.0120968
0.0036000 0.0000000 0.0099193
0.0024080 0.0000000 0.0081419
0.0018000 0.0000000 0.0070525
0.0012000 0.0000000 0.0057689
0.0006020 0.0000000 0.0040936
0.0003000 0.0000000 0.0028924
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0025128
0.0006020 0.0000000 -0.0035554
0.0012000 0.0000000 -0.0050077
0.0018000 0.0000000 -0.0061185
0.0024080 0.0000000 -0.0070597
0.0036000 0.0000000 -0.0085917
0.0054120 0.0000000 -0.0104616
0.0096070 0.0000000 -0.0137281
0.0149840 0.0000000 -0.0168422
0.0215300 0.0000000 -0.0198027
0.0292280 0.0000000 -0.0226228
0.0380600 0.0000000 -0.0253260
0.0480050 0.0000000 -0.0279385
0.0590390 0.0000000 -0.0304837
0.0711360 0.0000000 -0.0329770
0.0842650 0.0000000 -0.0354224
0.0983960 0.0000000 -0.0378134
0.1134950 0.0000000 -0.0401335
0.1295240 0.0000000 -0.0423594
0.1464470 0.0000000 -0.0444660
0.1642210 0.0000000 -0.0464291
0.1828030 0.0000000 -0.0482284
0.2021500 0.0000000 -0.0498488
0.2222150 0.0000000 -0.0512798
0.2429490 0.0000000 -0.0525140
0.2643020 0.0000000 -0.0535454
0.2862220 0.0000000 -0.0543667
0.3086580 0.0000000 -0.0549687
0.3315550 0.0000000 -0.0553387
0.3548580 0.0000000 -0.0554616
0.3785100 0.0000000 -0.0553202
0.4024550 0.0000000 -0.0548974
0.4266350 0.0000000 -0.0541772
0.4509910 0.0000000 -0.0531458
0.4754660 0.0000000 -0.0517928
0.5000000 0.0000000 -0.0501119
0.5245340 0.0000000 -0.0481009
0.5490090 0.0000000 -0.0457629
0.5733650 0.0000000 -0.0431071
0.5975450 0.0000000 -0.0401498
0.6214900 0.0000000 -0.0369159
0.6451420 0.0000000 -0.0334404
0.6684450 0.0000000 -0.0297680
0.6913420 0.0000000 -0.0259536
0.7137780 0.0000000 -0.0220604
0.7356980 0.0000000 -0.0181572
0.7570510 0.0000000 -0.0143146
0.7777850 0.0000000 -0.0106029
0.7978500 0.0000000 -0.0070875
0.8171970 0.0000000 -0.0038277
0.8357790 0.0000000 -0.0008752
0.8535530 0.0000000 0.0017266
0.8704760 0.0000000 0.0039410
0.8865050 0.0000000 0.0057372
0.9016040 0.0000000 0.0070918
0.9157350 0.0000000 0.0079883
0.9288640 0.0000000 0.0084202
0.9409610 0.0000000 0.0083954
0.9519950 0.0000000 0.0079394
0.9619400 0.0000000 0.0071000
0.9707720 0.0000000 0.0059489
0.9784700 0.0000000 0.0045815
0.9850160 0.0000000 0.0031125
0.9903930 0.0000000 0.0016688
0.9945880 0.0000000 0.0003789
0.9975920 0.0000000 -0.0006398
0.9993980 0.0000000 -0.0012925
1.0000000 0.0000000 -0.0015170
